Client_ID,Name,Gender,Age,City,Length_at_Residence,Education
3344,M S Jackson,M,22,Saskatoon,13,0
3345,D P Vaughn,F,55,Moose Jaw,18,1
3346,L B Hayes,M,50,Saskatoon,5,2
3347,S E Curtis,M,32,,7,4
3348,W G Webb,F,29,Saskatoon,21,1
3349,Z D Massey,M,21,Regina,21,2
3350,J M Porter,M,32,Regina,17,1
3351,R E Webb,F,43,Moose Jaw,9,1
3352,N G Jefferson,F,41,Moose Jaw,28,4
3353,A J Eaton,M,32,Moose Jaw,0,3
3354,A L Gallegos,F,20,Regina,9,3
3355,D A Perry,F,34,Saskatoon,9,1
3356,Y K Cross,F,20,Saskatoon,9,2
3357,B M Davidson,F,38,Saskatoon,9,1
3358,N C Preston,F,21,Regina,14,2
3359,A I Gray,M,42,Saskatoon,4,1
3360,C T Cooper,M,22,Regina,10,2
3361,K M Kelly,M,28,Saskatoon,24,2
3362,D F Holt,M,31,Moose Jaw,0,3
3363,A M Moses,F,47,Saskatoon,20,2
3364,C A Maynard,M,29,Saskatoon,6,4
3365,A R Mcdowell,M,29,Saskatoon,15,3
3366,J J Bowen,F,40,Regina,28,3
3367,R C Bradford,F,37,Moose Jaw,0,1
3368,A B Gordon,F,43,Saskatoon,1,2
3369,P A Jefferson,M,28,North Battleford,8,3
3370,J C Richard,M,26,Saskatoon,8,2
3371,H O Harrell,F,49,Saskatoon,10,
3372,M D Monroe,F,45,Moose Jaw,1,2
3373,M S Walton,F,50,Moose Jaw,11,4
3374,R J Merritt,F,39,Regina,13,2
3375,U T Booth,F,41,North Battleford,6,1
3376,A L Rios,F,56,,7,2
3377,R M Wall,M,53,Regina,20,2
3378,I R Dawson,F,32,Saskatoon,15,3
3379,V B Juarez,F,31,Regina,31,2
3380,E S Phelps,M,56,Moose Jaw,9,2
3381,W S Kirk,M,30,Regina,6,1
3382,C A Welch,M,25,Regina,16,0
3383,I T Norton,M,56,,9,1
3384,S S Stephenson,F,43,Saskatoon,23,2
3385,D J Vance,F,47,Saskatoon,6,2
3386,E C Luna,M,38,Moose Jaw,8,0
3387,K S Palmer,F,56,Saskatoon,2,1
3388,W R Jenkins,M,28,Regina,16,2
3389,G D Andrews,F,20,Saskatoon,12,1
3390,C A Mann,M,44,Saskatoon,19,3
3391,W P Beard,M,33,Moose Jaw,20,4
3392,W L Nichols,M,29,Saskatoon,15,2
3393,I A Conley,F,23,North Battleford,14,2
3394,A E Tyler,M,30,Saskatoon,12,1
3395,J R Logan,M,32,Saskatoon,4,1
3396,O J Craig,M,56,Regina,5,1
3397,A K Chase,F,46,Moose Jaw,7,3
3398,S A Barker,F,53,,5,4
3399,C J Silva,M,41,Moose Jaw,20,1
3400,A F Simon,F,37,Saskatoon,3,2
3401,M I Rodgers,M,27,Saskatoon,20,0
3402,M A Banks,F,26,Regina,7,1
3403,S J Martinez,M,44,Saskatoon,10,2
3404,M F Preston,M,27,Saskatoon,4,1
3405,B L Woodard,F,55,Moose Jaw,24,4
3406,H H Simmons,F,42,Saskatoon,14,4
3407,L H Harper,M,28,Regina,5,4
3408,L F Yates,F,37,Regina,0,3
3409,A C Collier,F,20,Saskatoon,16,0
3410,P H Wright,F,45,Saskatoon,20,3
3411,C L Mcdonald,M,50,North Battleford,3,2
3412,V F Bryan,F,28,Regina,10,1
3413,L C Fischer,F,49,Regina,49,2
3414,P R Schwartz,M,28,Regina,28,2
3415,E E Miranda,M,32,Saskatoon,4,2
3416,L H Vargas,M,22,North Battleford,0,1
3417,A D Moody,M,30,Moose Jaw,0,2
3418,J E Adkins,M,22,Regina,14,3
3419,L E Small,F,21,Saskatoon,21,3
3420,R R Mcdaniel,M,26,Saskatoon,6,2
3421,E M Jacobs,M,36,Saskatoon,14,1
3422,H E Lee,M,38,Regina,20,0
3423,L R Hayes,M,34,Moose Jaw,21,3
3424,J W Vargas,M,34,North Battleford,14,2
3425,C L Vargas,M,34,Saskatoon,14,0
3426,C S Mendoza,M,48,Regina,24,1
3427,C B Schwartz,M,42,Saskatoon,12,3
3428,A K Randall,M,40,Moose Jaw,7,2
3429,R T Garner,F,33,Moose Jaw,16,1
3430,C M Rice,M,21,North Battleford,7,3
3431,I K Bradford,F,41,Regina,14,1
3432,J W Terry,F,29,Moose Jaw,15,4
3433,L Z Roman,F,34,Regina,4,2
3434,J S Miles,M,45,Saskatoon,22,1
3435,I S Newman,M,24,,3,2
3436,A E Wells,F,24,North Battleford,12,0
3437,L F Ford,M,45,Regina,9,1
3438,F E Luna,M,24,Saskatoon,11,1
3439,E M Contreras,F,28,Regina,8,0
3440,N C Larsen,F,27,Saskatoon,5,1
3441,R G Figueroa,F,25,Saskatoon,5,3
3442,L C Stephens,F,43,Saskatoon,8,2
3443,C G English,F,55,Saskatoon,14,2
3444,C L Blackwell,F,34,Saskatoon,10,1
3445,E D Small,F,31,Saskatoon,16,2
3446,P C Jimenez,M,31,Regina,9,3
3447,R E Glass,M,44,Moose Jaw,0,2
3448,S L Andrews,M,47,Regina,7,2
3449,L S Nguyen,M,24,Moose Jaw,15,1
3450,K R Luna,F,42,,7,1
3451,K K Baxter,F,30,Saskatoon,14,3
3452,G E Harmon,M,37,Saskatoon,7,2
3453,A A Wise,M,54,Saskatoon,3,8
3454,J S Parks,M,34,Saskatoon,17,3
3455,J C Atkins,F,46,Regina,19,2
3456,V L Hubbard,F,34,Regina,23,3
3457,C J Schultz,F,49,Saskatoon,9,2
3458,M S Casey,M,51,Moose Jaw,7,2
3459,J L Gross,M,51,Regina,13,1
3460,A Z Pittman,M,25,,6,0
3461,A O Wiley,F,43,Regina,17,1
3462,B D Henson,F,39,Saskatoon,9,2
3463,K C Newton,M,50,Regina,0,2
3464,C M Harris,M,24,Saskatoon,1,1
3465,L I Frank,M,45,Regina,10,2
3466,V J Kirby,F,27,Regina,8,1
3467,F M Guerra,F,45,Regina,13,3
3468,C S Patrick,M,24,Regina,12,1
3469,E V Weaver,M,27,Saskatoon,15,0
3470,E M Wolf,M,31,Regina,3,1
3471,P A Chavez,M,34,Saskatoon,12,3
3472,E A Andrews,F,38,Saskatoon,2,1
3473,P J Avila,M,43,Regina,27,2
3474,K W Davenport,F,22,Moose Jaw,3,2
3475,H W Stafford,M,37,Moose Jaw,11,2
3476,E A Higgins,M,36,North Battleford,12,3
3477,R L Cochran,F,29,Regina,3,1
3478,A C Wyatt,M,54,Saskatoon,20,1
3479,C M Woodard,M,49,Saskatoon,18,3
3480,E H Howell,F,52,North Battleford,52,4
3481,J M Vincent,M,34,Saskatoon,2,1
3482,D S Vasquez,F,49,North Battleford,11,3
3483,A A Snyder,F,28,Saskatoon,27,4
3484,T E Lawrence,M,34,Regina,11,2
3485,S M Sharp,F,50,Regina,18,2
3486,A M Howard,M,45,Regina,9,3
3487,C A Hayes,F,46,Regina,6,1
3488,A M Alvarado,F,25,Saskatoon,15,2
3489,W H Tanner,F,49,Saskatoon,2,3
3490,A J Erickson,M,22,Moose Jaw,15,4
3491,E A Chase,F,37,Saskatoon,8,1
3492,I A Barnett,M,25,Saskatoon,16,2
3493,A M Warren,F,45,Regina,27,3
3494,G H Hughes,F,40,Moose Jaw,11,2
3495,R C Pena,M,44,Saskatoon,26,2
3496,M Y Garrett,F,23,Moose Jaw,23,1
3497,G C Cook,F,50,Saskatoon,13,3
3498,V V Mcdonald,M,27,Saskatoon,7,3
3499,M A Harrell,F,21,Regina,10,2
3500,M A Harrison,F,49,Saskatoon,7,3
3501,A N Frank,F,48,,8,1
3502,D C Merritt,M,30,Regina,12,2
3503,M M Campbell,F,56,Saskatoon,7,
3504,M L Bond,M,43,Regina,7,3
3505,O L Thornton,M,45,Moose Jaw,6,3
3506,L R Benson,M,52,Saskatoon,10,1
3507,M O Eaton,F,55,Saskatoon,18,1
3508,E N Christensen,F,35,North Battleford,0,1
3509,E M Rich,M,26,Saskatoon,2,0
3510,K C Acosta,M,45,Saskatoon,0,1
3511,C V Gray,M,37,Regina,27,3
3512,V E Hartman,M,28,Saskatoon,10,1
3513,L C Pratt,F,29,Regina,8,4
3514,H J Lang,M,20,Regina,5,3
3515,S F Chase,M,30,Saskatoon,14,1
3516,E B Moreno,M,49,Saskatoon,41,0
3517,B S Vargas,M,29,Moose Jaw,7,2
3518,M O Cameron,M,56,Regina,3,2
3519,L E Williams,F,50,Saskatoon,25,2
3520,E T Espinoza,M,32,Moose Jaw,1,2
3521,P N Moore,F,40,Regina,18,0
3522,P E Mckinney,M,37,Regina,15,0
3523,K H Conley,M,23,Saskatoon,11,0
3524,A E Gonzales,M,30,Saskatoon,29,
3525,J J Henson,M,22,Saskatoon,7,1
3526,D J Wilkerson,F,34,North Battleford,14,1
3527,M A Rivera,F,24,Regina,12,3
3528,J P Smith,M,40,Saskatoon,8,1
3529,C K Mann,M,25,Moose Jaw,9,1
3530,I H Golden,M,30,Moose Jaw,16,3
3531,C S Perez,M,41,Regina,36,1
3532,A F Horn,F,43,Saskatoon,18,2
3533,O S Norton,F,51,Saskatoon,7,0
3534,M C Roy,M,36,Regina,10,2
3535,L F Fox,F,37,Moose Jaw,19,2
3536,L C Bennett,M,35,Moose Jaw,7,4
3537,E K Flynn,M,23,Regina,17,2
3538,M C Kelly,M,35,Saskatoon,0,2
3539,C G Melton,F,47,Saskatoon,15,2
3540,S L Gallagher,M,26,,6,3
3541,H K Carlson,M,35,Saskatoon,8,2
3542,R E Banks,M,36,Regina,14,2
3543,R D Walsh,F,30,North Battleford,13,4
3544,C S Wong,M,28,North Battleford,9,1
3545,H A Carey,M,42,Saskatoon,15,3
3546,H C Cook,M,53,Saskatoon,40,3
3547,S S Wallace,F,35,Moose Jaw,6,3
3548,K E Webster,F,42,Moose Jaw,0,1
3549,K L Nelson,F,48,North Battleford,8,0
3550,M F Cunningham,M,46,Moose Jaw,1,2
3551,C A Richard,M,46,Moose Jaw,12,1
3552,K S Hines,M,46,Saskatoon,7,2
3553,M A Kramer,F,44,Regina,30,3
3554,V C Mills,M,37,Regina,8,
3555,L E Estrada,F,31,North Battleford,17,2
3556,H A Hobbs,F,33,Regina,10,3
3557,M F Chavez,F,38,Saskatoon,36,2
3558,A H French,F,53,Moose Jaw,26,1
3559,J R Chapman,M,33,Regina,14,3
3560,A A Barrett,F,22,Regina,15,2
3561,J A Acosta,F,44,Regina,0,4
3562,P A Stone,F,21,Regina,18,4
3563,Y S Marks,F,27,Regina,17,
3564,A M Wade,M,30,Regina,29,2
3565,C T Morrow,M,45,Saskatoon,19,1
3566,B F Strong,M,22,Saskatoon,15,2
3567,F D Henry,M,25,Moose Jaw,3,3
3568,L F Marquez,F,24,Regina,18,4
3569,S A Shelton,F,46,Saskatoon,6,8
3570,R J Goodwin,M,36,Regina,13,0
3571,M S Briggs,F,28,Saskatoon,2,1
3572,H A Trujillo,M,50,Saskatoon,6,2
3573,G M King,F,37,Regina,9,2
3574,L S Murray,M,31,Regina,2,2
3575,G O Horton,M,30,Moose Jaw,11,2
3576,B J Cohen,F,54,Moose Jaw,0,1
3577,P H Willis,M,22,Saskatoon,22,1
3578,R E Molina,F,25,Regina,14,0
3579,G A Payne,F,53,Null,8,2
3580,A C Bishop,F,43,Regina,15,2
3581,V S Robinson,F,30,Saskatoon,0,3
3582,P T Owen,F,23,Regina,11,1
3583,E E Patterson,F,38,Moose Jaw,30,2
3584,F E King,M,24,Moose Jaw,7,2
3585,T A Love,F,24,Saskatoon,24,1
3586,M J Cain,M,46,Regina,22,1
3587,C M Coleman,M,51,Saskatoon,16,3
3588,B P Marquez,F,26,Saskatoon,12,3
3589,C D Beard,F,38,North Battleford,10,3
3590,V K Greene,M,32,Saskatoon,13,8
3591,M L Molina,F,38,Saskatoon,0,1
3592,D V Allison,M,22,Moose Jaw,4,3
3593,M J Rojas,F,35,Moose Jaw,25,4
3594,S Y Casey,F,32,Regina,32,1
3595,A J Lambert,M,27,Regina,14,0
3596,K W Delgado,M,48,Saskatoon,12,1
3597,S W Campos,F,35,Saskatoon,9,2
3598,B S Hess,M,26,Regina,9,1
3599,E R Miles,F,24,Regina,7,3
3600,M W Ellis,F,56,Saskatoon,19,2
3601,M N Lewis,M,40,Regina,16,2
3602,E E Hood,M,40,Regina,15,2
3603,C J Davis,M,43,Saskatoon,27,3
3604,S H Carter,M,21,Regina,17,1
3605,F L Mcclain,M,50,Regina,13,2
3606,C E Schultz,M,39,Regina,10,2
3607,M M Mcdonald,M,28,Saskatoon,16,3
3608,B S Ryan,M,42,Regina,7,2
3609,M M Washington,M,28,Regina,6,1
3610,O S Barber,F,48,Saskatoon,6,4
3611,J M Cohen,M,41,Saskatoon,19,1
3612,M H Owens,F,48,Regina,15,2
3613,M B Perkins,M,27,Moose Jaw,5,1
3614,R E Baker,M,41,North Battleford,19,2
3615,T D Briggs,F,21,Saskatoon,12,4
3616,M L Shaw,M,42,Moose Jaw,8,2
3617,E W Chase,F,43,Moose Jaw,15,2
3618,L J Potter,M,40,Saskatoon,17,1
3619,A F Mcdonald,M,31,Saskatoon,9,3
3620,S E Duran,F,47,Saskatoon,5,2
3621,A R Strickland,M,38,North Battleford,6,1
3622,W L Burton,M,23,Regina,14,1
3623,A D Combs,M,43,Regina,8,1
3624,T A Nicholson,F,37,Regina,12,0
3625,D C Davis,M,32,Moose Jaw,26,4
3626,N M Little,M,37,Regina,11,1
3627,K D Calhoun,F,42,North Battleford,29,1
3628,R A Mitchell,M,21,Saskatoon,21,1
3629,O A Conway,F,22,Regina,17,3
3630,M A Grant,M,46,Regina,6,2
3631,A D Estrada,F,37,Regina,8,1
3632,E R Schwartz,M,22,Saskatoon,6,2
3633,J R Juarez,M,21,Moose Jaw,19,1
3634,V H Copeland,M,38,Saskatoon,12,3
3635,W E Fernandez,F,38,Regina,3,2
3636,J K Patterson,M,55,Saskatoon,11,0
3637,I S Shepherd,F,40,Moose Jaw,4,3
3638,R W Blankenship,F,38,,5,3
3639,L C Acosta,F,42,Saskatoon,12,3
3640,R S Brock,M,39,Regina,23,1
3641,G M George,M,27,Regina,27,3
3642,P A Snyder,M,56,North Battleford,2,3
3643,C C Townsend,F,46,Regina,9,1
3644,F D Weiss,F,40,Regina,3,2
3645,E F Hubbard,F,37,Saskatoon,8,3
3646,J M Roman,F,53,Saskatoon,14,1
3647,K D Jimenez,F,37,Saskatoon,12,2
3648,G J Munoz,M,56,Regina,50,3
3649,N E Park,F,48,North Battleford,13,1
3650,J H Swanson,M,24,Regina,1,4
3651,T D Vazquez,M,39,Regina,4,0
3652,C A Bowman,F,21,Saskatoon,15,2
3653,N K Hensley,F,51,Saskatoon,18,2
3654,J B Montgomery,F,49,Saskatoon,29,2
3655,H K Steele,F,37,Regina,14,4
3656,E C Huff,F,56,Regina,12,3
3657,P K Robinson,F,35,North Battleford,6,0
3658,R M Lawson,M,47,Saskatoon,15,2
3659,K D Bush,M,55,Moose Jaw,2,3
3660,R J Chandler,M,22,Saskatoon,15,2
3661,A M Schmidt,M,31,Saskatoon,6,1
3662,T W Bowers,F,36,Saskatoon,19,2
3663,A P Reyes,F,55,Regina,16,2
3664,H M Olsen,M,26,Regina,10,3
3665,C C Hoffman,M,38,Regina,0,2
3666,M H Floyd,F,50,North Battleford,11,2
3667,I A Booker,F,26,North Battleford,9,4
3668,J K Peters,M,56,Moose Jaw,15,0
3669,S R Morgan,F,39,North Battleford,7,2
3670,L L Petersen,F,28,Regina,17,4
3671,J S Pena,M,39,Regina,1,3
3672,L V Weaver,F,41,Regina,0,2
3673,G V Hamilton,F,28,Saskatoon,17,2
3674,J R Poole,M,51,Saskatoon,14,2
3675,R W Mcbride,M,31,Saskatoon,21,3
3676,C P Kim,M,32,Saskatoon,0,1
3677,R I Colon,F,43,Saskatoon,16,3
3678,J L Graves,M,24,Regina,15,4
3679,L S Vance,F,47,Saskatoon,9,2
3680,A C Bond,F,19,North Battleford,19,1
3681,E R Black,M,26,Saskatoon,9,2
3682,A D Olson,M,45,Regina,10,1
3683,F G Robles,M,44,Saskatoon,8,2
3684,W M Washington,F,54,Saskatoon,6,2
3685,M A Guerrero,M,32,Regina,9,4
3686,L W Wiggins,M,56,North Battleford,18,1
3687,G J Olson,M,47,Regina,24,1
3688,L F Hammond,M,30,Regina,17,3
3689,P M Sawyer,M,41,Regina,16,2
3690,L M Mcclure,F,20,Regina,7,3
3691,T C Farmer,M,37,North Battleford,10,3
3692,D K Pacheco,M,49,Saskatoon,2,2
3693,E P Glenn,M,26,Saskatoon,1,2
3694,J R Dennis,F,40,Regina,8,1
3695,R D Cole,F,42,Saskatoon,0,3
3696,Z A Sutton,F,55,North Battleford,10,1
3697,R M Waters,F,22,Saskatoon,10,2
3698,E J Small,M,29,Regina,28,1
3699,B C Wilkerson,F,26,Regina,8,1
3700,D M Freeman,M,39,Regina,16,3
3701,T A Mcguire,M,51,Moose Jaw,13,1
3702,H M Lyons,F,36,Moose Jaw,14,1
3703,J L Santos,F,48,Saskatoon,4,3
3704,G L Ortega,M,51,Saskatoon,25,2
3705,J A Armstrong,F,31,Regina,14,2
3706,A R Sharp,M,41,Saskatoon,18,3
3707,E J Juarez,M,47,Saskatoon,12,3
3708,H A Jacobs,M,48,Regina,10,1
3709,C C Mann,F,21,Moose Jaw,11,1
3710,V D Abbott,F,29,Saskatoon,0,2
3711,A C Garza,M,47,Regina,19,2
3712,P J Parks,F,46,Moose Jaw,34,2
3713,A S Todd,M,35,Saskatoon,35,3
3714,A F Weaver,M,46,Saskatoon,5,3
3715,R C Carlson,M,32,Regina,3,1
3716,C E Wolf,M,26,Moose Jaw,15,1
3717,F L Patel,M,36,Regina,17,1
3718,C C Benson,M,50,Regina,24,3
3719,D M Shaffer,M,47,North Battleford,21,1
3720,A C Chambers,M,19,Saskatoon,13,4
3721,P D Potter,M,53,Regina,6,3
3722,L N Clayton,M,25,Regina,0,2
3723,C R Hardy,M,28,North Battleford,19,3
3724,W L Trujillo,M,34,Moose Jaw,17,1
3725,B C Booker,M,53,Regina,10,2
3726,D Z Abbott,F,33,Saskatoon,12,3
3727,M Y Parks,F,39,Moose Jaw,21,1
3728,E J Norman,F,34,Regina,15,2
3729,J C Olsen,F,23,Moose Jaw,6,1
3730,A C Baxter,M,49,Moose Jaw,35,2
3731,H R Molina,M,51,Saskatoon,46,2
3732,P L Mcguire,M,26,Regina,3,3
3733,R I Woods,F,35,Saskatoon,4,1
3734,G K Underwood,F,38,Saskatoon,38,2
3735,D S Williams,M,56,Moose Jaw,14,0
3736,A A Hopkins,M,42,Moose Jaw,2,0
3737,E J Green,M,50,Saskatoon,0,3
3738,Z D Allison,M,47,Regina,11,1
3739,E R Wheeler,M,37,Regina,10,
3740,L A Osborne,M,39,Regina,9,1
3741,E C Green,M,26,Saskatoon,25,3
3742,B F Dixon,F,33,Regina,8,0
3743,A L Griffin,M,54,Saskatoon,20,2
3744,K S Wilcox,F,41,Regina,13,1
3745,V C Miranda,M,23,Saskatoon,23,2
3746,H R Craig,F,44,Saskatoon,4,1
3747,A I Austin,F,37,Moose Jaw,5,2
3748,K J Bullock,M,49,Saskatoon,24,3
3749,A H Curtis,M,43,Saskatoon,8,2
3750,J M Skinner,F,55,Moose Jaw,2,2
3751,E C Vaughn,M,35,North Battleford,20,4
3752,S Y Cross,F,27,Regina,18,2
3753,A A Mathews,F,45,Moose Jaw,0,3
3754,J R Hopkins,M,36,Regina,35,4
3755,F E Franklin,F,30,Regina,30,2
3756,L G Rivera,F,28,North Battleford,7,3
3757,A A Russell,M,36,Saskatoon,18,2
3758,M N Miles,F,49,Regina,13,3
3759,C R Chavez,M,32,Saskatoon,19,3
3760,M H Grimes,F,35,Regina,4,2
3761,C V Young,M,29,North Battleford,5,3
3762,A L Lane,M,51,Moose Jaw,13,0
3763,R R Washington,M,25,North Battleford,5,4
3764,A D Bailey,F,25,Saskatoon,24,2
3765,L A Floyd,M,39,North Battleford,2,2
3766,A O Townsend,F,25,North Battleford,11,1
3767,C L Chavez,F,39,Saskatoon,9,4
3768,S C Malone,F,30,Saskatoon,16,3
3769,L D Fleming,M,47,Regina,9,2
3770,T F Callahan,F,36,North Battleford,6,1
3771,E B Wheeler,F,30,Regina,5,3
3772,G J Shields,F,45,North Battleford,13,4
3773,S W Rose,F,20,Regina,6,2
3774,S E Wagner,M,18,Saskatoon,18,3
3775,B C Elliott,F,32,,14,3
3776,C E Obrien,F,25,Regina,14,4
3777,P A Harrell,F,18,Saskatoon,18,2
3778,L E Perry,M,46,Saskatoon,27,1
3779,M A Gallegos,M,27,Saskatoon,2,3
3780,C E Vaughn,F,54,Saskatoon,2,3
3781,R E Walsh,F,47,Moose Jaw,27,3
3782,E J Russell,M,38,Regina,20,3
3783,A M Gray,M,49,Saskatoon,10,3
3784,V S Frazier,F,31,Saskatoon,0,2
3785,S S Tucker,M,29,Moose Jaw,11,1
3786,D T Rodriquez,F,43,Saskatoon,12,3
3787,C O Brady,F,20,Regina,14,1
3788,R W Moss,F,37,Saskatoon,25,1
3789,N R Jimenez,M,33,Saskatoon,21,2
3790,L P Stevens,F,46,Moose Jaw,1,1
3791,F I Silva,M,19,Regina,13,2
3792,M G Ingram,F,45,Saskatoon,5,2
3793,P W Lynch,M,43,Saskatoon,24,2
3794,K F Medina,F,46,Moose Jaw,19,1
3795,C W Wilkins,M,39,Saskatoon,8,2
3796,P A Barton,M,47,Moose Jaw,14,2
3797,A J Flores,M,19,Saskatoon,8,4
3798,F M Robles,M,39,Regina,5,3
3799,J V Owen,F,29,Saskatoon,11,2
3800,D S Ferguson,M,51,Regina,9,2
3801,D K Contreras,M,28,Saskatoon,9,2
3802,J F Kramer,M,56,North Battleford,47,2
3803,B A Campos,F,29,North Battleford,1,2
3804,H R Dalton,F,55,Saskatoon,23,4
3805,J R Aguilar,M,55,Regina,12,2
3806,W A Nelson,F,45,Saskatoon,8,1
3807,L H Espinoza,M,48,Regina,2,3
3808,R L George,M,37,Saskatoon,7,2
3809,N J Mitchell,F,39,Saskatoon,8,1
3810,L T Dennis,F,41,Saskatoon,17,1
3811,C V Hoffman,F,35,Saskatoon,20,3
3812,A S Glenn,M,51,Regina,4,1
3813,R C Reyes,F,46,North Battleford,14,1
3814,L L Jennings,F,32,Null,14,4
3815,R W Simmons,M,37,North Battleford,6,2
3816,C L Briggs,F,28,Regina,4,1
3817,B V Bullock,F,51,Moose Jaw,17,3
3818,S J Cooper,F,49,Saskatoon,1,2
3819,R A Lewis,F,39,Saskatoon,10,1
3820,J S Mccarthy,M,23,Saskatoon,3,3
3821,S J Mcguire,M,56,Saskatoon,22,1
3822,E Y Wilkerson,M,26,Regina,20,0
3823,E L Clarke,F,38,,11,2
3824,B J Sanders,M,39,Saskatoon,4,1
3825,C I Short,F,53,Saskatoon,2,1
3826,D G West,M,50,Regina,4,2
3827,D A Mcdaniel,M,33,Regina,20,3
3828,R B Adams,M,55,Saskatoon,4,1
3829,H D Wade,F,41,Saskatoon,20,2
3830,Y C Savage,F,33,Saskatoon,10,0
3831,A R Meyer,F,47,Moose Jaw,7,1
3832,J A Mcclure,M,25,Saskatoon,7,2
3833,P R Dixon,F,56,Regina,3,1
3834,M L Allen,F,27,Regina,14,1
3835,H B Christensen,M,19,Saskatoon,12,2
3836,A L Floyd,F,19,Regina,19,2
3837,V J Mckinney,M,29,Regina,10,1
3838,U L Moody,M,21,Moose Jaw,0,4
3839,H M Harvey,F,47,Saskatoon,5,2
3840,R E Beard,F,46,Saskatoon,18,2
3841,W J Beasley,F,56,Saskatoon,29,3
3842,G D Nunez,M,53,Saskatoon,18,2
3843,L A Lowery,F,35,Regina,26,4
3844,B N Schmidt,M,32,Saskatoon,20,2
3845,K M Colon,M,34,Moose Jaw,29,1
3846,W C Huff,M,46,Saskatoon,5,1
3847,L K Mcdowell,F,26,Moose Jaw,13,1
3848,J S Schwartz,M,44,Saskatoon,14,3
3849,H L Mendez,F,42,Regina,8,2
3850,M J Hopkins,M,22,Saskatoon,20,2
3851,S I Briggs,M,43,Saskatoon,11,4
3852,M E Higgins,M,35,Saskatoon,19,2
3853,P J Jenkins,M,44,Saskatoon,7,2
3854,S S Trevino,M,26,North Battleford,10,4
3855,L V Lowery,F,46,North Battleford,18,3
3856,C C Hamilton,M,29,Saskatoon,29,2
3857,S D Walters,F,46,Saskatoon,26,2
3858,T A Reeves,F,47,Moose Jaw,14,3
3859,V I Montgomery,F,22,Saskatoon,22,1
3860,H K Holland,F,50,Moose Jaw,15,0
3861,F E Cain,M,53,Moose Jaw,18,2
3862,T B Austin,F,35,North Battleford,16,3
3863,A R Contreras,F,43,Moose Jaw,3,1
3864,E M Hutchinson,M,50,Saskatoon,16,1
3865,P M Jordan,F,36,Regina,31,2
3866,S E Hughes,M,41,Regina,10,2
3867,D S Colon,F,55,Saskatoon,18,0
3868,M D Myers,F,43,Saskatoon,12,3
3869,C A Stanley,M,40,Regina,4,2
3870,A M Christensen,F,36,Saskatoon,15,4
3871,W R Monroe,F,26,Saskatoon,7,1
3872,D R Henderson,F,37,Saskatoon,20,3
3873,C N Hudson,M,37,North Battleford,11,
3874,C L Weaver,F,27,Regina,12,1
3875,A A Marshall,F,51,Regina,4,3
3876,R E Lindsey,F,25,Saskatoon,0,2
3877,Z A Serrano,F,29,North Battleford,19,2
3878,M W Gonzales,M,54,Saskatoon,25,8
3879,S R Davenport,F,33,Regina,9,2
3880,M A Hines,M,48,North Battleford,26,4
3881,R L Cannon,F,46,Regina,13,4
3882,L E Hale,F,48,Moose Jaw,15,1
3883,E Z Mack,F,22,Regina,5,1
3884,S H Collier,F,43,Moose Jaw,9,3
3885,R L Humphrey,F,32,Saskatoon,8,1
3886,W N Hunt,M,39,Moose Jaw,20,2
3887,C P Hunter,F,44,Moose Jaw,5,2
3888,E S Gilmore,F,23,Saskatoon,0,4
3889,A C Richards,M,32,Regina,0,2
3890,T M Combs,F,27,North Battleford,18,2
3891,K F Fuller,F,39,,13,1
3892,J F Mccarthy,F,34,Moose Jaw,16,2
3893,R J Carpenter,M,22,Saskatoon,3,4
3894,A P Mcbride,F,23,Regina,23,1
3895,A R Howell,F,28,Regina,4,2
3896,M R Sandoval,F,40,Regina,14,4
3897,J F Cruz,F,35,Regina,17,1
3898,J E Blake,F,55,Moose Jaw,7,1
3899,W N Stevenson,M,46,Regina,11,1
3900,T E Bridges,F,37,Null,13,1
3901,T C Randall,F,56,Moose Jaw,8,4
3902,A S Moody,F,50,Regina,22,3
3903,J M Lloyd,F,24,Regina,4,0
3904,A J Preston,M,25,Saskatoon,10,2
3905,D R Douglas,F,40,Moose Jaw,16,1
3906,J M Maldonado,F,48,Saskatoon,16,1
3907,C E Aguilar,M,28,Regina,10,1
3908,A Z Espinoza,F,45,Saskatoon,29,2
3909,R M Perez,M,35,Saskatoon,7,3
3910,K R Craig,F,54,Regina,10,1
3911,E M Chambers,M,54,Regina,7,
3912,A R Morrow,F,48,Saskatoon,8,1
3913,J P Hansen,M,48,Saskatoon,11,1
3914,Z C Burgess,F,30,Regina,19,2
3915,C S Hood,F,42,North Battleford,4,1
3916,D S Flowers,M,28,Moose Jaw,16,2
3917,J L Morrow,M,45,Moose Jaw,16,1
3918,C M Wade,M,30,Moose Jaw,0,0
3919,A R Parrish,M,53,Saskatoon,9,0
3920,M H Mcclure,F,30,Moose Jaw,21,2
3921,M H Bryant,M,53,Regina,12,1
3922,S D Orr,M,33,,0,3
3923,A J Brock,M,30,North Battleford,9,1
3924,E R Holmes,M,22,Moose Jaw,2,1
3925,A G Swanson,M,40,Moose Jaw,31,4
3926,O A Evans,F,27,Saskatoon,7,1
3927,L C Powell,M,44,Saskatoon,17,1
3928,L L Blankenship,M,39,Regina,19,
3929,P M Garrett,F,29,Saskatoon,8,1
3930,F Z Morales,M,56,Saskatoon,36,2
3931,E E Mccormick,M,50,North Battleford,0,2
